Q5AK66	FUNCTION: Catalyzes the formation of phosphatidylserine from phosphatidylserine Plays a central role in phospholipid metabolism and in the interorganelle trafficking of phosphatidylserine.	33.11545195869231
A9AJN2	FUNCTION: Catalyzes the formation of phosphatidylethanolamine from phosphatidylserine Plays a central role in phospholipid metabolism and in the interorganelle trafficking of phosphatidylserine.	33.11545195869231
P0A7D7	FUNCTION: Involved in the de novo purine biosynthesis. Catalyzes the transfer of formate to 5-phospho-ribosyl-glycinamide, producing 5-phospho-ribosyl-N-formylglycinamide Formate is provided by PurU via hydrolysis of 10-formyl-tetrahydrofolate.	33.11545195869231
B4L629	FUNCTION: Heme-dependent dioxygenase that catalyzes the oxidative cleavage of the L-tryptophan pyrrole ring and converts L-tryptophan to N-formyl-L-kynurenine. Catalyzes the oxidative cleavage of the indole moiety.	33.11545195869231
Q26998	FUNCTION: Catalyzes the conversion of uracil and 5-phospho-alpha-D-ribose 1-diphosphate to UMP and diphosphate.	33.11545195869231
Q8NBZ7	FUNCTION: Catalyzes the NAD-dependent decarboxylation of UDP-glucuronic acid to UDP-xylose. Necessary for the biosynthesis of the core tetrasaccharide in glycosaminoglycan biosynthesis.	33.11545195869231
O14171	FUNCTION: Involved in the synthesis of dolichol-linked polyprenols.	33.11545195869231
Q03899	FUNCTION: Substrate recognition component of a SCF E3 ubiquitin-protein ligase complex which mediates the ubiquitination and subsequent proteasomal degradation of target proteins. Probably recognizes and binds to phosphorylated target proteins	33.11545195869231
B7LR95	FUNCTION: Catalyzes the NADPH-dependent reduction of L-glutamate to 2-oxoglutarate. Functions in a L-lysine degradation pathway that proceeds via cadaverine, glutarate and L-2-hydroxyglutarate.	33.11545195869231
Q8Y6V0	FUNCTION: Catalyzes the formation of acetyl phosphate from acetate and ATP. Can also catalyze the reverse reaction.	33.11545195869231
P42449	FUNCTION: Involved in the glycolate utilization. Catalyzes the condensation and subsequent hydrolysis of acetyl-CoA and glyoxylate to form malate and CoA.	33.11545195869231
Q8T8B9	FUNCTION: Converts alpha-amino-beta-carboxymuconate-epsilon-semialdehyde to alpha-aminomuconate semialdehyde ACMS can be converted non-enzymatically to quinolate, a key precursor of NAD, and a potent endogenous excitotoxin of neuronal cells which is implicated in the pathogenesis of various neurodegenerative disorders. In the presence of ACMSD, ACMS is converted to AMS, a benign catabolite.	33.11545195869231
Q2T4M6	FUNCTION: Component of the acetyl coenzyme A carboxylase complex which catalyzes the carboxylation of biotin on its carrier protein and then the CO group is transferred by the transcarboxylase to acetyl-CoA to form malonyl-CoA.	33.11545195869231
Q65G33	FUNCTION: Probable acetyltransferase required for utilization of acetoin as a carbon source.	33.11545195869231
B0K2C2	FUNCTION: Involved in the synthesis of the GDP-mannose and dolichol-phosphate-mannose required for a number of critical mannosyl transfer reactions.	33.11545195869231
E2E2N4	FUNCTION: Involved in defensive oleoresin formation in conifers in response to insect attack or other injury. Involved in diterpene olefins biosynthesis. Bifunctional enzyme that catalyzes two sequential cyclizations of geranylgeranyl diphosphate to levopimaradiene. The intermediate product, levopimaradiene, is further cyclized to levopimaradiene.	33.11545195869231
Q4WZB3	FUNCTION: Serine hydrolase; part of the gene cluster that mediates the biosynthesis of dihydroxynaphthalene -melanin, a bluish-green pigment and a structural component of the conidial wall.	33.11545195869231
P83155	FUNCTION: Catalyzes the aldol condensation of dihydroxyacetone phosphate with glyceraldehyde 3-phosphate to form fructose 1,6-bisphosphate.	33.11545195869231
P0DKR8	FUNCTION: Required for the breakdown of the polyamine spermine.	33.11545195869231
Q54MZ3	FUNCTION: Component of the anaphase promoting complex/cyclosome, a cell cycle-regulated E3 ubiquitin-protein ligase complex that controls progression through mitosis and the G1 phase of the cell cycle.	33.11545195869231
Q53CF6	FUNCTION: This protein is one of the nuclear-coded polypeptide chains of cytochrome c oxidase, the terminal oxidase in mitochondrial electron transport.	33.11545195869231
Q5RBH4	FUNCTION: Substrate-specific adapter of a BCR E3 ubiquitin-protein ligase complex involved in regulation of cytoskeleton structure. The BCR E3 ubiquitin ligase complex mediates the ubiquitination of target proteins, leading to their degradation by the proteasome, thereby acting as a negative regulator of MAP3K7/TAK1 signaling.	33.11545195869231
Q922M3	FUNCTION: Substrate-specific adapter of a BCR E3 ubiquitin-protein ligase complex. The BCR E3 ubiquitin ligase complex mediates the ubiquitination of target proteins, leading to their degradation by the proteasome	33.11545195869231
P34455	FUNCTION: Catalyzes the isomerization of citrate to isocitrate via cis-aconitate.	33.11545195869231
Q9C4Z1	FUNCTION: Catalyzes the reversible oxidation of methylene-HMPT to methylene-HMPT.	33.11545195869231
